title,location,area,bed,bath,price
บ้านเดี่ยว 2 ชั้น  101 ตร. ว. หมู่บ้านภัสสร10 ซอยสุวินทวงศ์21 ถนนสุวินทวงศ์,"ลำผักชี, หนองจอก, กรุงเทพมหานคร",101 ตร.ว.,6,3,"3,690,000"
บ้านเดี่ยว 2 ชั้น 111 ตร. ว. หมู่บ้านศุภาลัย ออร์คิดปาร์ค ซอยบางแวก 81 ถนนกาญจนาภิเษก,"คลองขวาง, ภาษีเจริญ, กรุงเทพมหานคร",111 ตร.ว.,4,4,"12,900,000"
บ้านเดี่ยว 2 ชั้น  57 ตร. ว. ใกล้เซ็นทรัลรามอินทรา  ซอยรามอินทรา4 ถนนรามอินทรา,"บางเขน, กรุงเทพมหานคร",57 ตร.ว.,3,3,"5,290,000"
บ้านเดี่ยว 2 ชั้น  101 ตร. ว. ใกล้โลตัสอ่อนนุช  ซอยสุขุมวิท93 ถนนสุขุมวิท,"พระโขนง, คลองเตย, กรุงเทพมหานคร",101 ตร.ว.,4,3,"13,000,000"
บ้านเดี่ยว 2 ชั้น  101 ตร. ว. หมู่บ้านภัสสร10 ซอยสุวินทวงศ์21 ถนนสุวินทวงศ์,"ลำผักชี, หนองจอก, กรุงเทพมหานคร",101 ตร.ว.,6,3,"3,690,000"
บ้านเดี่ยว 2 ชั้น 111 ตร. ว. หมู่บ้านศุภาลัย ออร์คิดปาร์ค ซอยบางแวก 81 ถนนกาญจนาภิเษก,"คลองขวาง, ภาษีเจริญ, กรุงเทพมหานคร",111 ตร.ว.,4,4,"12,900,000"
บ้านเดี่ยว 2 ชั้น  57 ตร. ว. ใกล้เซ็นทรัลรามอินทรา  ซอยรามอินทรา4 ถนนรามอินทรา,"บางเขน, กรุงเทพมหานคร",57 ตร.ว.,3,3,"5,290,000"
บ้านเดี่ยว 2 ชั้น  101 ตร. ว. ใกล้โลตัสอ่อนนุช  ซอยสุขุมวิท93 ถนนสุขุมวิท,"พระโขนง, คลองเตย, กรุงเทพมหานคร",101 ตร.ว.,4,3,"13,000,000"
บ้านเดี่ยว 2 ชั้น  58.1 ตร. ว. หมู่บ้านเพอร์เฟคเพลส ถนนรามคำแหง ซอย174,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",58 ตร.ว.,3,2,"4,850,000"
บ้านเดี่ยว 2 ชั้น  38.4 ตร. ว. หมู่บ้านพลีโน่  ซอยประชาอุทิศ60 ถนนสุขสวัสดิ์,"ทุ่งครุ, ทุ่งครุ, กรุงเทพมหานคร",38.5 ตร.ว.,3,2,"8,500,000"
บ้านเดี่ยว 2 ชั้น  86 ตร. ว. หมู่บ้านพิมาน ปิ่นเกล้า ถนนกาญจนาภิเษก,"บางแค, บางแค, กรุงเทพมหานคร",86 ตร.ว.,3,3,"6,990,000"
บ้านเดี่ยว 2 ชั้น 65.7 ตร. ว. หมู่บ้านเดอะแพลนท์  ซอยพัฒนาชนบท3 ถนนศรีนครินทร์,"คลองสองต้นนุ่น, ลาดกระบัง, กรุงเทพมหานคร",65.8 ตร.ว.,3,2,"6,200,000"
บ้านเดี่ยว 2 ชั้น 52.6 ตร. ว. หมู่บ้านเดอะแพลนท์  ถนนรามอินทรา ซอยกาญจนาภิเษก5/7,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",52.5 ตร.ว.,3,2,"4,200,000"
บ้านเดี่ยว 2 ชั้น 45.6 ตร. ว. หมู่บ้านสินชัยวิลล่า ซอยอ่อนนุช36 ถนนอ่อนนุช,"สวนหลวง, สวนหลวง, กรุงเทพมหานคร",45.5 ตร.ว.,3,1,"4,900,000"
บ้านเดี่ยว 2 ชั้น 109 ตร. ว. หมู่บ้านธนทองเลคไซด์  ซ. บางแวก154 ถ. พุทธมณฑลสาย2,"บางไผ่, บางแค, กรุงเทพมหานคร",109 ตร.ว.,4,4,"13,000,000"
บ้านเดี่ยว 2 ชั้น 51 ตร. ว. หมู่บ้านพนาสนธิ์ การ์เด้นโฮม2 ซอยเลียบวารี ถนนเลียบวารี,"โคกแฝด, หนองจอก, กรุงเทพมหานคร",51 ตร.ว.,3,3,"3,900,000"
บ้านเดี่ยว 2 ชั้น 50.3 ตร. ว. หมู่บ้านไลฟ์ บางกอกบูเลอวาร์ด  ถนนรามอินทรา,"คันนายาว, คันนายาว, กรุงเทพมหานคร",50.3 ตร.ว.,3,3,"10,200,000"
บ้านเดี่ยว 2 ชั้น(หลังริม) 52.3 ตร. ว. หมู่บ้านมัณฑนา เลค  ถนนสุขาภิบาล5 ถนนรามอินทรา,"ออเงิน, สายไหม, กรุงเทพมหานคร",52.3 ตร.ว.,3,3,"6,800,000"
บ้านเดี่ยว 2 ชั้น 93.5 ตร. ว. หมู่บ้านปริญสิริ นวมินทร์ ซอยนวมินทร์87-89 ถนนนวมินทร์,"คลองกุ่ม, บึงกุ่ม, กรุงเทพมหานคร",93.5 ตร.ว.,3,4,"9,900,000"
บ้านเดี่ยว 2 ชั้น 94.5 ตร. ว. หมู่บ้านฮาบิเทีย ออร์บิต หทัยราษฎร์  ซอยหทัยราษฎร์43 ถนนรามอินทรา,"สามวาตะวันตก, คลองสามวา, กรุงเทพมหานคร",94.5 ตร.ว.,3,3,"7,850,000"
บ้านเดี่ยว 2 ชั้น (หลังมุม) 52.5 ตร. ว. หมู่บ้านเพอร์เฟคพาร์ค  ซอยร่มเกล้า6/1 ถนนร่มเกล้า,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",52.5 ตร.ว.,3,2,"5,200,000"
บ้านเดี่ยว(หลังมุม) 105.7 ตร. ว. หมู่บ้านโนเบิลจีโอ  ห้าแยกวัชรพล ถนนรามอินทรา,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",105.8 ตร.ว.,3,4,"8,500,000"
บ้านเดี่ยว 2 ชั้น 46 ตร. ว. หมู่บ้านเคหะธานี2 ซอยนวลจันทร์56 ถนนรามอินทรา,"นวลจันทร์, บึงกุ่ม, กรุงเทพมหานคร",46 ตร.ว.,3,2,"5,500,000"
บ้านแฝด 2 ชั้น (หลังริม)  35.3 ตร. ว. หมู่บ้านสุภาวัลย์2 ซอยหทัยราษฎร์6 ถนนรามอินทรา,"บางชัน, คลองสามวา, กรุงเทพมหานคร",35.3 ตร.ว.,3,2,"2,690,000"
บ้านเดี่ยว 2 ชั้น 106 ตร. ว. หมู่บ้านสวนสน  ซอยรามคำแหง60 ถนนรามคำแหง,"หัวหมาก, บางกะปิ, กรุงเทพมหานคร",106 ตร.ว.,3,3,"12,300,000"
บ้านเดี่ยว 1 ชั้น 56 ตร. ว. ใกล้ไบเทคบางนา  ซอยลาซาล15 ถนนสุขุมวิท,"บางนาใต้, บางนา, กรุงเทพมหานคร",56 ตร.ว.,3,3,"6,200,000"
บ้านเดี่ยว 2 ชั้น 52.5 ตร. ว. หมู่บ้านคาซาลีน่า2  ซอยนิมิตใหม่20 ถนนรามอินทรา,"ทรายกองดิน, คลองสามวา, กรุงเทพมหานคร",52.5 ตร.ว.,3,2,"3,500,000"
บ้านเดี่ยว 2 ชั้น 54.2 ตร. ว. หมู่บ้านเฮาส์ เดอะฮัมบูร์ก ถนนหทัยราษฎร์,"บางชัน, คลองสามวา, กรุงเทพมหานคร",54.3 ตร.ว.,3,3,"5,800,000"
บ้านเดี่ยว 2 ชั้น 80 ตร. ว. หมู่บ้านคาซ่าวิลล์  ซอยวัชรพล  ถนนรามอินทรา,"คลองถนน, สายไหม, กรุงเทพมหานคร",80 ตร.ว.,4,3,"7,400,000"
บ้านเดี่ยว 2 ชั้น 47.4 ตร. ว. หมู่บ้านสิริจันทร์ ซอยฉิมพลี6/1 ถนนบรมราชชนนี,"ฉิมพลี, ตลิ่งชัน, กรุงเทพมหานคร",47.5 ตร.ว.,4,3,"7,900,000"
บ้านเดี่ยว 2 ชั้น 65.7 ตร. ว. หมู่บ้านเดอะแพลนท์ ซอยพัฒนาชนบน3 ถนนศรีนครินทร์,"คลองสองต้นนุ่น, ลาดกระบัง, กรุงเทพมหานคร",65.8 ตร.ว.,3,2,"6,500,000"
บ้านเดี่ยว 2 ชั้น 65.6 ตร. ว. หมู่บ้านสกาย ซอยประชาอุทิศ4 ถนนวิภาวดี,"ดอนเมือง, ดอนเมือง, กรุงเทพมหานคร",65.5 ตร.ว.,4,3,"8,290,000"
บ้านเดี่ยว 2 ชั้น 136.5 ตร. ว. หมู่บ้านพนาสนธิ์ การ์เด้นโฮม7  ซอยกาญจนาภิเษก46,"ดอกไม้, ประเวศ, กรุงเทพมหานคร",136.5 ตร.ว.,5,4,"16,000,000"
บ้านเดี่ยว 2 ชั้น 45 ตร. ว. ใกล้โรงพยาบาลสินแพทย์   ซอยเฉลิมพระเกียรติ ร. 9 ถนนศรีนครินทร์,"บางบอนเหนือ, บางบอน, กรุงเทพมหานคร",45 ตร.ว.,4,2,"4,800,000"
โฮมออฟฟิศ 3.5 ชั้น 32 ตร. ว. หมู่บ้านเดอะพาร์ค ซอยลาดพร้าว-วังหิน78,"ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร",32 ตร.ว.,3,5,"8,500,000"
บ้านแฝด(หลังมุม) 57 ตร. ว. หมู่บ้านภัทรีดาเพลส ซอยเวฬุวนาราม17,"สีกัน, ดอนเมือง, กรุงเทพมหานคร",57 ตร.ว.,5,4,"5,999,999"
บ้านเดี่ยว 2 ชั้น 77 ตร. ว. หมู่บ้านลัดดาไท รีสอร์ท ซอยรามอินทรา34 ถนนรามอินทรา,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",77 ตร.ว.,3,3,"11,000,000"
บ้านเดี่ยว 2 ชั้น 74 ตร. ว. ใกล้เซ็นทรัลพระราม9  ซอยประชาราษฎร์บำเพ็ญ12,"ห้วยขวาง, ห้วยขวาง, กรุงเทพมหานคร",74 ตร.ว.,7,5,"18,000,000"
บ้านเดี่ยว 2 ชั้น 86 ตร. ว. หมู่บ้านชวนชื่นบางเขน   ซอย9/4 ถนนวิภาวดี -รังสิต,"ทุ่งสองห้อง, หลักสี่, กรุงเทพมหานคร",86 ตร.ว.,3,2,"7,500,000"
บ้านเดี่ยว 2 ชั้น 43.1 ตร. ว. หมู่บ้านแกรนด์ พลีโน่ สุขสวัสดิ์  ถนนพระราม2,"บางปะกอก, ราษฎร์บูรณะ, กรุงเทพมหานคร",43 ตร.ว.,3,2,"5,990,000"
บ้านเดี่ยว 2 ชั้น 304 ตร. ว. ใกล้เซ็นทรัลรามอินทรา  ซอยพหลโยธิน46/1 ถนนพหลโยธิน,"อนุสาวรีย์, บางเขน, กรุงเทพมหานคร",304 ตร.ว.,2,3,"28,000,000"
บ้านเดี่ยว 2 ชั้น 64.1 ตร. ว. หมู่บ้านพฤกษาวิลเลจ ซีนเนอรี่36 ซอยโกสุมรวมใจ45 ถนนแจ้งวัฒนะ,"สีกัน, ดอนเมือง, กรุงเทพมหานคร",64 ตร.ว.,4,2,"5,190,000"
บ้านเดี่ยว 2 ชั้น 292 ตร. ว. หมู่บ้านพฤกษาชาติ  ซอยรามคำแหง118 ถนนรามคำแหง,"สะพานสูง, สะพานสูง, กรุงเทพมหานคร",292 ตร.ว.,5,6,"45,000,000"
บ้านเดี่ยว 2 ชั้น (หลังมุม) 76.8 ตร. ว. หมู่บ้านมัณฑนา ถนนรามอินทรา,"คันนายาว, คันนายาว, กรุงเทพมหานคร",76.8 ตร.ว.,3,3,"8,800,000"
บ้านเดี่ยว 2 ชั้น 53 ตร. ว. หมู่บ้านแลนซีโอ ซอยเพชรเกษม77 ถนนเพชรเกษม,"หนองแขม, หนองแขม, กรุงเทพมหานคร",53 ตร.ว.,3,2,"4,150,000"
บ้านเดี่ยว 2 ชั้น 79.7 ตร. ว. หมู่บ้านลัดดารมย์ อิลิแกนซ์-บางแค  ถนนกาญจนาภิเษก,"หลักสอง, บางแค, กรุงเทพมหานคร",79.8 ตร.ว.,2,4,"12,700,000"
บ้านเดี่ยว 2 ชั้น 65 ตร. ว. หมู่บ้านโนเบิล วัชรพล ซอยร่วมมิตรพัฒนา ถนนวัชรพล,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",65 ตร.ว.,3,2,"6,590,000"
บ้านเดี่ยว 2 ชั้น 37 ตร. ว. หมู่บ้านสมบูรณ์ทรัพย์ ซอยคู้บอน ถนนรามอินทรา,"บางชัน, คลองสามวา, กรุงเทพมหานคร",37 ตร.ว.,3,3,"4,500,000"
บ้านเดี่ยว 2 ชั้น 45 ตร. ว. หมู่บ้านปัญฐิญา  ซอยสุวินทวงศ์11 ถนนสุวินทวงศ์,"แสนแสบ, มีนบุรี, กรุงเทพมหานคร",45 ตร.ว.,3,2,"2,500,000"
บ้านเดี่ยว 2 ชั้น 99.3 ตร. ว. หมู่บ้านมัณฑนา  ซอยพระยาสุเรนทร์26 ถนนรามอินทรา,"บางชัน, คลองสามวา, กรุงเทพมหานคร",99.3 ตร.ว.,3,3,"9,800,000"
บ้านเดี่ยว 1 ชั้น 60 ตร. ว. ใกล้โรงเรียนสตรีวิทย์  ซอยลาดพร้าว-วังหิน55,"ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร",60 ตร.ว.,2,2,"7,900,000"
บ้านเดี่ยว 4 ชั้น 29 ตร. ว. ใกล้โรงเรียนนานาชาติเอกมัย  ซอยเอกมัย12 ถนนสุขุมวิท,"คลองตันเหนือ, วัฒนา, กรุงเทพมหานคร",29 ตร.ว.,3,3,"17,000,000"
บ้านเดี่ยว 2 ชั้น 86 ตร. ว. หมู่บ้านชวนชื่นบางเขน   ซอย9/4 ถนนวิภาวดี -รังสิต,"ทุ่งสองห้อง, หลักสี่, กรุงเทพมหานคร",86 ตร.ว.,3,2,"7,500,000"
บ้านเดี่ยว 2 ชั้น 43.1 ตร. ว. หมู่บ้านแกรนด์ พลีโน่ สุขสวัสดิ์  ถนนพระราม2,"บางปะกอก, ราษฎร์บูรณะ, กรุงเทพมหานคร",43 ตร.ว.,3,2,"5,990,000"
บ้านเดี่ยว 2 ชั้น 304 ตร. ว. ใกล้เซ็นทรัลรามอินทรา  ซอยพหลโยธิน46/1 ถนนพหลโยธิน,"อนุสาวรีย์, บางเขน, กรุงเทพมหานคร",304 ตร.ว.,2,3,"28,000,000"
บ้านเดี่ยว 2 ชั้น 64.1 ตร. ว. หมู่บ้านพฤกษาวิลเลจ ซีนเนอรี่36 ซอยโกสุมรวมใจ45 ถนนแจ้งวัฒนะ,"สีกัน, ดอนเมือง, กรุงเทพมหานคร",64 ตร.ว.,4,2,"5,190,000"
บ้านเดี่ยว 2 ชั้น 292 ตร. ว. หมู่บ้านพฤกษาชาติ  ซอยรามคำแหง118 ถนนรามคำแหง,"สะพานสูง, สะพานสูง, กรุงเทพมหานคร",292 ตร.ว.,5,6,"45,000,000"
บ้านเดี่ยว 2 ชั้น (หลังมุม) 76.8 ตร. ว. หมู่บ้านมัณฑนา ถนนรามอินทรา,"คันนายาว, คันนายาว, กรุงเทพมหานคร",76.8 ตร.ว.,3,3,"8,800,000"
บ้านเดี่ยว 2 ชั้น 53 ตร. ว. หมู่บ้านแลนซีโอ ซอยเพชรเกษม77 ถนนเพชรเกษม,"หนองแขม, หนองแขม, กรุงเทพมหานคร",53 ตร.ว.,3,2,"4,150,000"
บ้านเดี่ยว 2 ชั้น 79.7 ตร. ว. หมู่บ้านลัดดารมย์ อิลิแกนซ์-บางแค  ถนนกาญจนาภิเษก,"หลักสอง, บางแค, กรุงเทพมหานคร",79.8 ตร.ว.,2,4,"12,700,000"
บ้านเดี่ยว 2 ชั้น 65 ตร. ว. หมู่บ้านโนเบิล วัชรพล ซอยร่วมมิตรพัฒนา ถนนวัชรพล,"ท่าแร้ง, บางเขน, กรุงเทพมหานคร",65 ตร.ว.,3,2,"6,590,000"
บ้านเดี่ยว 2 ชั้น 37 ตร. ว. หมู่บ้านสมบูรณ์ทรัพย์ ซอยคู้บอน ถนนรามอินทรา,"บางชัน, คลองสามวา, กรุงเทพมหานคร",37 ตร.ว.,3,3,"4,500,000"
บ้านเดี่ยว 2 ชั้น 45 ตร. ว. หมู่บ้านปัญฐิญา  ซอยสุวินทวงศ์11 ถนนสุวินทวงศ์,"แสนแสบ, มีนบุรี, กรุงเทพมหานคร",45 ตร.ว.,3,2,"2,500,000"
บ้านเดี่ยว 2 ชั้น 99.3 ตร. ว. หมู่บ้านมัณฑนา  ซอยพระยาสุเรนทร์26 ถนนรามอินทรา,"บางชัน, คลองสามวา, กรุงเทพมหานคร",99.3 ตร.ว.,3,3,"9,800,000"
บ้านเดี่ยว 1 ชั้น 60 ตร. ว. ใกล้โรงเรียนสตรีวิทย์  ซอยลาดพร้าว-วังหิน55,"ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร",60 ตร.ว.,2,2,"7,900,000"
บ้านเดี่ยว 4 ชั้น 29 ตร. ว. ใกล้โรงเรียนนานาชาติเอกมัย  ซอยเอกมัย12 ถนนสุขุมวิท,"คลองตันเหนือ, วัฒนา, กรุงเทพมหานคร",29 ตร.ว.,3,3,"17,000,000"
ขายถูก อาคารพาณิชย์3 ชั้น หมู่บ้าน จิรธร รามคำแหง152 19 ตรว 3 ชั้น คุ้มค่า ราคาโดนใจ  ทำเล รามคำแหง ห่างรถไฟฟ้าสีส้ม 300 เมตร,"สะพานสูง, สะพานสูง, กรุงเทพมหานคร",19 ตร.ว.,4,2,"2,690,000"
ขายถูก บ้านเดี่ยว ชั้นเดียว หมู่บ้าน มีนบุรีการ์เด้นโฮม 53 ตรว สวยพร้อมอยู่ คุ้มค่า ราคาโดนใจ ทำเล มีนบุรี ใกล้รถไฟฟ้า,"แสนแสบ, มีนบุรี, กรุงเทพมหานคร",53 ตร.ว.,2,2,"2,300,000"
"ขายโฮมออฟฟิศ 6 ชั้นพร้อมลิฟท์ ย่านหลักสี่ งามวงศ์วานใกล้นอร์ธปาร์ค ,ใกล้ม. ธุรกิจบัณฑิตย์ Loft Style","ทุ่งสองห้อง, หลักสี่, กรุงเทพมหานคร",250 ตร.ว.,4,12,"36,000,000"
ขาย บ้านแฝด โกลเด้น นีโอ ลาดพร้าว เกษตรนวมินทร์ สไตล์อังกฤษ 37 ตรว แต่งสวย บ้านใหม่ บิ้วอิน คุ้มค่า ราคาโดนใจ  ทำเล ลาดพร้าว-เกษตรนวมินทร์,"จรเข้บัว, ลาดพร้าว, กรุงเทพมหานคร",37 ตร.ว.,4,3,"6,590,000"
H476HH-ขายบ้านเดี่ยว 2 ชั้น The Palm พัฒนาการ 38 (บ้านเปล่า),"สวนหลวง, สวนหลวง, กรุงเทพมหานคร",60.5 ตร.ว.,3,4,"17,500,000"
ขายบ้านเดี่ยว ย่านภาษีเจริญ ใกล้BTSบางไผ่ พร้อมสระว่ายน้ำ,"ปากคลองภาษีเจริญ, ภาษีเจริญ, กรุงเทพมหานคร",823.1 ตร.ว.,4,4,"70,000,000"
ขาย บ้านเดี่ยว 51 ตรว รีโนเวท สวยพร้อมอยู่ หมู่บ้านโรยัลปาร์ควิลล์ สุวินทวงศ์44,"ลำผักชี, หนองจอก, กรุงเทพมหานคร",51 ตร.ว.,3,3,"3,650,000"
ขาย บ้านเดี่ยว 2 ชั้น หมู่บ้าน เคซี โฮม จี 4 เนื้อที่ 63.7 ตารางวา 4 ห้องนอน 2 ห้องน้ำ นิมิตใหม่ 40 รามอินทรา มีนบุรี สุวินทวงค์ หทัยราษฎร์ คลองสามวา ลำลูกกา มิตรไมตรี แฟชั่นไอส์แลนด์,"สามวาตะวันออก, คลองสามวา, กรุงเทพมหานคร",63.8 ตร.ว.,4,2,"3,390,000"
ขาย บ้านเดี่ยว 2 ชั้น หมู่บ้าน เคซี โฮม จี 4 เนื้อที่ 63.7 ตารางวา 4 ห้องนอน 2 ห้องน้ำ นิมิตใหม่ 40 รามอินทรา มีนบุรี สุวินทวงค์ หทัยราษฎร์ คลองสามวา มิตรไมตรี แฟชั่นไอส์แลนด์ โรงเรียนเบญจมราชาลัย,"สามวาตะวันออก, คลองสามวา, กรุงเทพมหานคร",63.8 ตร.ว.,4,2,"3,390,000"
39856-ขาย บ้านเดี่ยว สวนผัก  เนื้อที่ 140.5 ตารางวา,"ศาลาธรรมสพน์, ทวีวัฒนา, กรุงเทพมหานคร",62.5 ตร.ว.,5,4,"12,000,000"
ขาย บ้านเดี่ยว 51 ตรว รีโนเวท สวยพร้อมอยู่ หมู่บ้านโรยัลปาร์ควิลล์ สุวินทวงศ์44,"ลำผักชี, หนองจอก, กรุงเทพมหานคร",51 ตร.ว.,3,3,"3,650,000"
ขาย บ้านเดี่ยว 2 ชั้น หมู่บ้าน เคซี โฮม จี 4 เนื้อที่ 63.7 ตารางวา 4 ห้องนอน 2 ห้องน้ำ นิมิตใหม่ 40 รามอินทรา มีนบุรี สุวินทวงค์ หทัยราษฎร์ คลองสามวา ลำลูกกา มิตรไมตรี แฟชั่นไอส์แลนด์,"สามวาตะวันออก, คลองสามวา, กรุงเทพมหานคร",63.8 ตร.ว.,4,2,"3,390,000"
ขาย บ้านเดี่ยว 2 ชั้น หมู่บ้าน เคซี โฮม จี 4 เนื้อที่ 63.7 ตารางวา 4 ห้องนอน 2 ห้องน้ำ นิมิตใหม่ 40 รามอินทรา มีนบุรี สุวินทวงค์ หทัยราษฎร์ คลองสามวา มิตรไมตรี แฟชั่นไอส์แลนด์ โรงเรียนเบญจมราชาลัย,"สามวาตะวันออก, คลองสามวา, กรุงเทพมหานคร",63.8 ตร.ว.,4,2,"3,390,000"
39856-ขาย บ้านเดี่ยว สวนผัก  เนื้อที่ 140.5 ตารางวา,"ศาลาธรรมสพน์, ทวีวัฒนา, กรุงเทพมหานคร",62.5 ตร.ว.,5,4,"12,000,000"
39978 ขายบ้านเดี่ยว 2 ชั้น 45 ตร. ว. ใน มบ. ถาวรนิเวศน์ ใกล้ไบเทค เยื้องโรงเรียนนานาชาติเบิร์คลีย์,"บางนาเหนือ, บางนา, กรุงเทพมหานคร",22.5 ตร.ว.,3,3,"5,500,000"
ขาย บ้านเดี่ยว 2 ชั้น บ้านใหม่ มือหนึ่ง เนื้อที่ 43 ตร. ว โครงการ เดอะ เลค เนเจอร์ โฮม The Lake Nature Home คู้ซ้าย มิตรไมตรี 28 ประชาร่วมใจ ใกล้ หนองจอก ซอย เรือนแพฟิชชิ่งปาร์ค คู้ขวา เชื่อมสัมพันธ์ ประชาสําราญ มีนบุรี นิมิตรใหม่ สำนักงานเขตหนองจอก ตลาดหน,"หนองจอก, หนองจอก, กรุงเทพมหานคร",43 ตร.ว.,3,3,"3,890,000"
บ้านเดี่ยวสร้างเอง บางแวก,"บางแวก, ภาษีเจริญ, กรุงเทพมหานคร",69 ตร.ว.,6,5,"6,389,998"
บ้านเดี่ยว สร้างเอง 2 หลัง สะพานสูง บ้านใหม่เจ้าของไม่เคยอยู่,"สะพานสูง, สะพานสูง, กรุงเทพมหานคร",100 ตร.ว.,5,4,"29,000,000"
บ้านเดี่ยวหมู่บ้านคาซ่า แกรนด์ อ่อนนุช-วงแหวน บ้านเดี่ยวสไตล์ยูโรเปี่ยน,"ดอกไม้, ประเวศ, กรุงเทพมหานคร",235 ตร.ว.,3,4,"13,900,000"
บ้านเดี่ยว มัณฑนา โซนหน้าโครงการ บ้านบ้านติดสวน,"บางบอนเหนือ, บางบอน, กรุงเทพมหานคร",114 ตร.ว.,5,4,"15,000,000"
ขายบ้านเดี่ยว 2 ชั้นในลาดพร้าว 83,"วังทองหลาง, วังทองหลาง, กรุงเทพมหานคร",100 ตร.ว.,4,4,"20,000,000"
ขายบ้านเดี่ยว 2 ชั้น ปรีชา ร่มเกล้า ซอยร่มเกล้า1 หลังริม,"ลาดกระบัง, กรุงเทพมหานคร",99.5 ตร.ว.,3,3,"7,500,000"
บ้านเดี่ยว2ชั้นมีนบุรี หมู่บ้านสัมมากร หทัยราษฎร์  87ตรว หลังมุม ถนนเมน เข้าออก2ทาง,"คลองสามวา, กรุงเทพมหานคร",87 ตร.ว.,4,4,"6,900,000"
บ้านเดี่ยว ม. มัณฑนา กัลปพฤกษ์-วงแหวน ใกล้ MRT สถานีหลักสอง,"หลักสอง, บางแค, กรุงเทพมหานคร",54 ตร.ว.,3,3,"7,600,000"
ร้านค้า คอนโด สวัสดี กรุงเทพ,"ประเวศ, กรุงเทพมหานคร",26 ตร.ว.,2,1,"2,850,000"
ขายถูกมาก!! ทาวน์เฮ้าส์ ประภาทรัพย์4 รามอินทรา109 (พระยาสุเรนทร์30) หน้ากว้าง 6.5 เมตร,"บางชัน, คลองสามวา, กรุงเทพมหานคร",23 ตร.ว.,3,2,"1,990,000"
ขาย บ้านเดี่ยว เดอะ แพลนท์ เอสทีค พัฒนาการ38 The Plant Estique Pattanakarn38,"พัฒนาการ, สวนหลวง, กรุงเทพมหานคร",51 ตร.ว.,3,3,"11,000,000"
บ้านเดี่ยว ราชพฤกษ์ จรัญ ไลฟ์บางกอก บูเลอวาร์ด หลังมุม ติดสวน  165.6 ตรว.,"ภาษีเจริญ, กรุงเทพมหานคร",165.5 ตร.ว.,6,6,"23,000,000"
บ้านเดี่ยวแต่งสไตล์ลอฟท์ 67.4ตรว. ม. วรารมย์81 บางบอน5 เพชรเกษม81แต่งสวยพร้อมอยู่ ราคาคุยได้,"บางบอนเหนือ, บางบอน, กรุงเทพมหานคร",67.5 ตร.ว.,4,3,"4,950,000"
ขายด่วน บางกอก บูเลอวาร์ด รัชดา-รามอินทรา,"คันนายาว, กรุงเทพมหานคร",144.8 ตร.ว.,4,4,"24,500,000"
"ขายบ้านเดี่ยว2ชั้น เนื้อที่ 171 ตร. ว เขตทวีวัฒนา ราคา 35,000,000 บาท","ทวีวัฒนา, ทวีวัฒนา, กรุงเทพมหานคร",171 ตร.ว.,5,6,"35,000,000"
บ้านเดี่ยว 2 ชั้น  160 ตร. ว. หมู่บ้านมหาดไทย2 ซอยมหาดไทย2  ถนนกาญจนาภิเษก,"ตลิ่งชัน, ตลิ่งชัน, กรุงเทพมหานคร",160 ตร.ว.,5,2,"24,000,000"
บ้านเดี่ยว 2 ชั้น  68.3 ตร. ว. หมู่บ้านเทรนดี้ ธารา ซอยพระราม2 ซ. 47 ถนนพระราม2,"จอมทอง, จอมทอง, กรุงเทพมหานคร",68.3 ตร.ว.,3,3,"7,900,000"
บ้านเดี่ยว 2 ชั้น  90 ตร. ว. หมู่บ้านเพอร์เฟคเพลส  ซอยรามคำแหง164 ถนนราคำแหง,"มีนบุรี, มีนบุรี, กรุงเทพมหานคร",90 ตร.ว.,3,3,"12,900,000"
บ้านเดี่ยว 2 ชั้น  38 ตร. ว. หมู่บ้านพรหมศิริ ถนนเพชรเกษม,"หนองแขม, หนองแขม, กรุงเทพมหานคร",38 ตร.ว.,3,3,"2,990,000"
บ้านเดี่ยว 2 ชั้น  40.4 ตร. ว. หมู่บ้านสิริมณี ซอยหทัยราษฎร์39 ถนนหทัยราษฎร์,"คลองสามวา, กรุงเทพมหานคร",40.5 ตร.ว.,3,2,"2,590,000"
บ้านเดี่ยว+ที่ดิน 64 ตร. ว. หมู่บ้านเพชรสยาม ซอยรามอินทรา5 แยก47-1,"บางเขน, กรุงเทพมหานคร",64 ตร.ว.,3,2,"3,900,000"
บ้านแฝด 2 ชั้น  35.9 ตร. ว. หมู่บ้านชวนชื่น พาร์ค  ซอยกาญจนาภิเษก39 ถนนกาญจนาภิเษก,"ประเวศ, ประเวศ, กรุงเทพมหานคร",36 ตร.ว.,3,4,"6,490,000"
บ้านเดี่ยว 2 ชั้น  712 ตร. ว. หมู่บ้านปัญญาอินทราP5 ถนนรามอินทรา ถนนปัญญาอินทรา,"คลองสามวา, กรุงเทพมหานคร",712.1 ตร.ว.,4,5,"52,000,000"
